question,reponse
"EST-CE QUE TU PEUX FAIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU PEUX DIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU PEUX RACONTER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX DIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX ME FAIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX FAIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX ME RACONTER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX ME DONNER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU PEUX ME FAIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU PEUX ME DIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU PEUX ME RACONTER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU PEUX ME DONNER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU PEUX DONNER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU DIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX QUE TU DISES UNE BLAGUE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX ME DONNER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU PEUX ME FAIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU PEUX ME DIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU PEUX ME RACONTER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX RACONTER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU FAIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX ME DIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU RACONTER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU DONNER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU ME FAIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU ME DIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU ME RACONTER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU ME DONNER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU PEUX ME DONNER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS ÉCOUTER DES TRUCS MARRANTS ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS UNE BLAGUE S'IL TE PLAÎT,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS UNE BLAGUE S'IL TE PLAÎT,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX UNE BLAGUE S'IL TE PLAÎT,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS DES BLAGUES MAINTENANT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS DES BLAGUES MAINTENANT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX DES BLAGUES MAINTENANT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS UNE BLAGUE MAINTENANT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS UNE BLAGUE MAINTENANT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX UNE BLAGUE MAINTENANT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS AVOIR DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS AVOIR DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX AVOIR DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS AVOIR UNE BLAGUE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX RIGOLER ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS ÉCOUTER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS QUE TU ME DISES UNE BLAGUE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS RIGOLER ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX ENTENDRE UNE BLAGUE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS ENTENDRE UNE BLAGUE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS ENTENDRE UNE BLAGUE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS AVOIR UNE BLAGUE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS ÉCOUTER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX AVOIR UNE BLAGUE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX ENTENDRE UNE HISTOIRE DRÔLE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS ENTENDRE UNE HISTOIRE DRÔLE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS ENTENDRE UNE HISTOIRE DRÔLE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX ÉCOUTER DES TRUCS MARRANTS ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS ÉCOUTER DES TRUCS MARRANTS ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS DES BLAGUES S'IL TE PLAÎT,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX ÉCOUTER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU POURRAIS FAIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX DES BLAGUES S'IL TE PLAÎT,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS ME RACONTER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS ME DONNER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS FAIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS DIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS ME FAIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS DONNER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU POURRAIS DONNER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU POURRAIS DIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU POURRAIS RACONTER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU POURRAIS DONNER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS ME FAIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS ME DIRE DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS ME RACONTER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS RACONTER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS FAIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS RIRE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX UNE BLAGUE S'IL VOUS PLAÎT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS UNE BLAGUE S'IL VOUS PLAÎT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS UNE BLAGUE S'IL VOUS PLAÎT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX DES BLAGUES S'IL VOUS PLAÎT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS ME DIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS DES BLAGUES S'IL VOUS PLAÎT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS DES BLAGUES S'IL TE PLAÎT,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS DIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS RACONTER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS DONNER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU POURRAIS FAIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU POURRAIS DIRE UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"EST-CE QUE TU POURRAIS RACONTER UNE BLAGUE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS DES BLAGUES S'IL VOUS PLAÎT ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS BIEN QUE TU FASSES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"RACONTE-MOI UNE VANNE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"FAIS-MOI UNE VANNE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"BALANCE UNE VANNE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"DONNE UNE VANNE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"DIS UNE VANNE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"RACONTE UNE VANNE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS QUE TU DISES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS QUE TU DISES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX QUE TU DISES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS QUE TU ME DISES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS QUE TU ME DISES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX QUE TU ME DISES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS QUE TU ME FASSES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS RIGOLER ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS QUE TU FASSES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS QUE TU DISES UNE BLAGUE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS QUE TU DISES UNE BLAGUE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS QUE TU ME FASSES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS QUE TU FASSES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX QUE TU ME FASSES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX BIEN DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS BIEN DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"J'AIMERAIS BIEN DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX BIEN QUE TU FASSES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS BIEN QUE TU FASSES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"BALANCE-MOI UNE VANNE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX QUE TU FASSES DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU ME FAIRE MARRER ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"DIS-MOI UNE VANNE,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX ME FAIRE MARRER ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX ME FAIRE ME MARRER ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX ME FAIRE ME TAPER DES BARRES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX ME FAIRE RIGOLER ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"FAIS-MOI TAPER DES BARRES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU ME FAIRE RIRE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"FAIS-MOI RIGOLER ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU ME FAIRE ME MARRER ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU ME FAIRE ME TAPER DES BARRES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU ME FAIRE RIGOLER ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"PEUX-TU ME FAIRE TAPER DES BARRES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VEUX RIRE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"JE VOUDRAIS RIRE ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU PEUX ME FAIRE TAPER DES BARRES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"DIS-MOI DES VANNES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """

"TU POURRAIS ME DONNER DES BLAGUES ,""2 geeks discutent le 2 janvier. """"Quelle est ta résolution cette année ?"""" """"1280 x 768"""". """
